clusters_sub	cell_types
LSEC325_16_157	23	Kupffer cell
LSEC325_16_159	13	LSEC
LSEC325_16_172	13	LSEC
LSEC325_16_173	13	LSEC
LSEC325_16_179	13	LSEC
LSEC325_16_180	13	LSEC
LSEC325_16_185	13	LSEC
LSECfresh_10_99	13	LSEC
LSECfresh_10_100	20	LSEC
LSECfresh_10_103	13	LSEC
LSECfresh_10_104	9	LSEC
LSECfresh_10_108	13	LSEC
LSECfresh_10_109	6	Kupffer cell
LSECfresh_10_110	9	LSEC
LSECfresh_10_116	13	LSEC
LSECfresh_10_117	20	LSEC
LSECfresh_10_119	9	LSEC
LSECfresh_10_121	13	LSEC
LSECfresh_10_123	13	LSEC
LSECfresh_10_128	6	Kupffer cell
LSECfresh_10_129	7	EPCAM+
LSECfresh_10_130	13	LSEC
LSECfresh_10_134	2	Kupffer cell
LSECfresh_10_136	11	Hepatocytes
LSECfresh_10_137	6	Kupffer cell
LSECfresh_10_138	13	LSEC
LSECfresh_10_139	13	LSEC
LSECfresh_10_141	13	LSEC
LSECfresh_10_145	9	LSEC
LSECfresh_10_147	4	EPCAM+
LSECfresh_10_148	13	LSEC
LSECfresh_10_149	23	Kupffer cell
LSECfresh_10_151	17	Hepatocytes
LSECfresh_10_154	13	LSEC
LSECfresh_10_156	13	LSEC
LSECfresh_10_157	6	Kupffer cell
LSECfresh_10_158	13	LSEC
LSECfresh_10_160	13	LSEC
LSECfresh_10_161	13	LSEC
LSECfresh_10_162	13	LSEC
LSECfresh_10_163	13	LSEC
LSECfresh_10_166	13	LSEC
LSECfresh_10_168	9	LSEC
LSECfresh_10_169	13	LSEC
LSECfresh_10_171	13	LSEC
LSECfresh_10_172	13	LSEC
LSECfresh_10_180	13	LSEC
LSECfresh_10_181	6	Kupffer cell
LSECfresh_10_184	9	LSEC
LSECfresh_10_185	13	LSEC
LSECfresh_10_186	13	LSEC
LSECfresh_10_187	13	LSEC
LSECfresh_10_188	11	Hepatocytes
LSECfresh_10_189	7	EPCAM+
LSECfresh_10_191	6	Kupffer cell
LSECfresh_11_9	13	LSEC
LSECfresh_11_10	23	Kupffer cell
LSECfresh_11_11	9	LSEC
LSECfresh_11_14	13	LSEC
LSECfresh_11_15	9	LSEC
LSECfresh_11_17	13	LSEC
LSECfresh_11_20	13	LSEC
LSECfresh_11_21	4	EPCAM+
LSECfresh_11_23	13	LSEC
LSECfresh_11_28	13	LSEC
LSECfresh_11_31	23	Kupffer cell
LSECfresh_11_32	13	LSEC
LSECfresh_11_36	13	LSEC
LSECfresh_11_51	9	LSEC
LSECfresh_11_52	13	LSEC
LSECfresh_11_55	13	LSEC
LSECfresh_11_56	13	LSEC
LSECfresh_11_57	13	LSEC
LSECfresh_11_59	13	LSEC
LSECfresh_11_61	13	LSEC
LSECfresh_11_64	13	LSEC
LSECfresh_11_67	2	Kupffer cell
LSECfresh_11_70	13	LSEC
LSECfresh_11_71	13	LSEC
LSECfresh_11_78	13	LSEC
LSECfresh_11_84	13	LSEC
LSECfresh_11_88	9	LSEC
LSECfresh_11_89	13	LSEC
LSECfresh_11_90	13	LSEC
LSECfresh_11_91	13	LSEC
LSECfresh_11_92	13	LSEC
LSECfresh_11_94	9	LSEC
LSECfresh_12_98	13	LSEC
LSECfresh_12_103	6	Kupffer cell
LSECfresh_12_104	6	Kupffer cell
LSECfresh_12_106	13	LSEC
LSECfresh_12_107	13	LSEC
LSECfresh_12_108	13	LSEC
LSECfresh_12_109	13	LSEC
LSECfresh_12_110	13	LSEC
LSECfresh_12_114	13	LSEC
LSECfresh_12_116	13	LSEC
LSECfresh_12_120	13	LSEC
LSECfresh_12_121	13	LSEC
LSECfresh_12_122	25	Kupffer cell
LSECfresh_12_123	13	LSEC
LSECfresh_12_124	9	LSEC
LSECfresh_12_127	13	LSEC
LSECfresh_12_130	13	LSEC
LSECfresh_12_131	13	LSEC
LSECfresh_12_136	13	LSEC
LSECfresh_12_137	9	LSEC
LSECfresh_12_139	13	LSEC
LSECfresh_12_144	13	LSEC
LSECfresh_12_145	25	Kupffer cell
LSECfresh_12_148	2	Kupffer cell
LSECfresh_12_153	9	LSEC
LSECfresh_12_155	2	Kupffer cell
LSECfresh_12_156	13	LSEC
LSECfresh_12_160	6	Kupffer cell
LSECfresh_12_162	13	LSEC
LSECfresh_12_163	13	LSEC
LSECfresh_12_164	2	Kupffer cell
LSECfresh_12_166	13	LSEC
LSECfresh_12_172	9	LSEC
LSECfresh_12_174	13	LSEC
LSECfresh_12_175	13	LSEC
LSECfresh_12_176	11	Hepatocytes
LSECfresh_12_177	13	LSEC
LSECfresh_12_178	13	LSEC
LSECfresh_12_179	9	LSEC
LSECfresh_12_180	13	LSEC
LSECfresh_12_182	13	LSEC
LSECfresh_12_184	13	LSEC
LSECfresh_12_187	13	LSEC
LSECfresh_12_190	13	LSEC
LSECfresh_12_191	13	LSEC
LSECfresh_12_192	13	LSEC
LSECfresh_9_9	23	Kupffer cell
LSECfresh_9_11	9	LSEC
LSECfresh_9_15	13	LSEC
LSECfresh_9_18	13	LSEC
LSECfresh_9_19	13	LSEC
LSECfresh_9_23	13	LSEC
LSECfresh_9_24	13	LSEC
LSECfresh_9_25	13	LSEC
LSECfresh_9_26	13	LSEC
LSECfresh_9_30	9	LSEC
LSECfresh_9_33	9	LSEC
LSECfresh_9_36	6	Kupffer cell
LSECfresh_9_38	13	LSEC
LSECfresh_9_40	13	LSEC
LSECfresh_9_42	13	LSEC
LSECfresh_9_43	13	LSEC
LSECfresh_9_45	13	LSEC
LSECfresh_9_47	13	LSEC
LSECfresh_9_48	9	LSEC
LSECfresh_9_52	9	LSEC
LSECfresh_9_55	17	Hepatocytes
LSECfresh_9_59	13	LSEC
LSECfresh_9_64	4	EPCAM+
LSECfresh_9_66	9	LSEC
LSECfresh_9_71	13	LSEC
LSECfresh_9_74	11	Hepatocytes
LSECfresh_9_81	13	LSEC
LSECfresh_9_84	13	LSEC
LSECfresh_9_85	13	LSEC
LSECfresh_9_88	23	Kupffer cell
LSECfresh_9_90	9	LSEC
LSECfresh_9_92	2	Kupffer cell
Mixed315_10_98	14	Hepatocytes
Mixed315_10_107	11	Hepatocytes
Mixed315_10_117	13	LSEC
Mixed315_10_118	31	Kupffer cell
Mixed315_10_128	11	Hepatocytes
Mixed315_10_140	11	Hepatocytes
Mixed315_10_143	11	Hepatocytes
Mixed315_10_155	13	LSEC
Mixed315_10_162	13	LSEC
Mixed315_10_164	11	Hepatocytes
Mixed315_10_166	20	LSEC
Mixed315_10_169	25	Kupffer cell
Mixed315_10_172	6	Kupffer cell
Mixed315_10_173	6	Kupffer cell
Mixed315_10_175	11	Hepatocytes
Mixed315_10_189	14	Hepatocytes
Mixed315_11_18	2	Kupffer cell
Mixed315_11_19	2	Kupffer cell
Mixed315_11_36	11	Hepatocytes
Mixed315_11_42	11	Hepatocytes
Mixed315_11_45	6	Kupffer cell
Mixed315_11_49	13	LSEC
Mixed315_11_52	11	Hepatocytes
Mixed315_11_54	14	Hepatocytes
Mixed315_11_57	14	Hepatocytes
Mixed315_11_62	14	Hepatocytes
Mixed315_11_80	9	LSEC
Mixed315_11_86	6	Kupffer cell
Mixed315_11_87	14	Hepatocytes
Mixed315_11_88	9	LSEC
Mixed315_11_90	2	Kupffer cell
Mixed315_12_104	9	LSEC
Mixed315_12_119	13	LSEC
Mixed315_12_125	2	Kupffer cell
Mixed315_12_131	14	Hepatocytes
Mixed315_12_135	17	Hepatocytes
Mixed315_12_155	14	Hepatocytes
Mixed315_12_157	13	LSEC
Mixed315_12_173	2	Kupffer cell
Mixed315_12_184	6	Kupffer cell
Mixed315_13_8	6	Kupffer cell
Mixed315_13_26	13	LSEC
Mixed315_13_28	14	Hepatocytes
Mixed315_13_29	13	LSEC
Mixed315_13_39	13	LSEC
Mixed315_13_44	2	Kupffer cell
Mixed315_13_61	2	Kupffer cell
Mixed315_13_71	13	LSEC
Mixed315_13_82	2	Kupffer cell
Mixed315_13_86	7	EPCAM+
Mixed315_13_92	17	Hepatocytes
Mixed315_13_94	2	Kupffer cell
Mixed315_13_96	2	Kupffer cell
Mixed315_14_114	6	Kupffer cell
Mixed315_14_121	13	LSEC
Mixed315_14_125	17	Hepatocytes
Mixed315_14_127	6	Kupffer cell
Mixed315_14_144	13	LSEC
Mixed315_14_148	6	Kupffer cell
Mixed315_14_182	25	Kupffer cell
Mixed315_15_4	11	Hepatocytes
Mixed315_15_5	2	Kupffer cell
Mixed315_15_8	13	LSEC
Mixed315_15_11	13	LSEC
Mixed315_15_15	2	Kupffer cell
Mixed315_15_36	6	Kupffer cell
Mixed315_15_39	13	LSEC
Mixed315_15_63	13	LSEC
Mixed315_15_69	31	Kupffer cell
Mixed315_15_77	25	Kupffer cell
Mixed315_15_84	6	Kupffer cell
Mixed315_15_90	2	Kupffer cell
Mixed315_15_96	25	Kupffer cell
Mixed315_16_119	6	Kupffer cell
Mixed315_16_120	25	Kupffer cell
Mixed315_16_128	25	Kupffer cell
Mixed315_16_131	17	Hepatocytes
Mixed315_16_139	6	Kupffer cell
Mixed315_16_156	13	LSEC
Mixed315_16_164	13	LSEC
Mixed315_16_173	2	Kupffer cell
Mixed315_16_175	13	LSEC
Mixed315_9_6	13	LSEC
Mixed315_9_8	11	Hepatocytes
Mixed315_9_21	2	Kupffer cell
Mixed315_9_30	9	LSEC
Mixed315_9_33	2	Kupffer cell
Mixed315_9_45	6	Kupffer cell
Mixed315_9_54	17	Hepatocytes
Mixed315_9_60	13	LSEC
Mixed315_9_79	11	Hepatocytes
Mixed315_9_80	2	Kupffer cell
Mixed315_9_83	17	Hepatocytes
Mixed315_9_87	2	Kupffer cell
Mixed315_9_89	6	Kupffer cell
Mixed315_9_93	6	Kupffer cell
Mixed325_1_12	11	Hepatocytes
Mixed325_1_13	6	Kupffer cell
Mixed325_1_16	9	LSEC
Mixed325_1_19	11	Hepatocytes
Mixed325_1_28	11	Hepatocytes
Mixed325_1_32	11	Hepatocytes
Mixed325_1_40	11	Hepatocytes
Mixed325_1_41	17	Hepatocytes
Mixed325_1_42	11	Hepatocytes
Mixed325_1_48	25	Kupffer cell
Mixed325_1_50	30	Hepatocytes
Mixed325_1_53	11	Hepatocytes
Mixed325_1_59	11	Hepatocytes
Mixed325_1_64	11	Hepatocytes
Mixed325_1_67	11	Hepatocytes
Mixed325_1_70	11	Hepatocytes
Mixed325_1_73	11	Hepatocytes
Mixed325_1_74	17	Hepatocytes
Mixed325_1_75	11	Hepatocytes
Mixed325_1_76	11	Hepatocytes
Mixed325_1_77	17	Hepatocytes
Mixed325_1_84	11	Hepatocytes
Mixed325_1_90	11	Hepatocytes
Mixed325_1_94	11	Hepatocytes
Mixed325_1_96	25	Kupffer cell
Mixed325_2_97	17	Hepatocytes
Mixed325_2_99	17	Hepatocytes
Mixed325_2_102	2	Kupffer cell
Mixed325_2_104	11	Hepatocytes
Mixed325_2_107	17	Hepatocytes
Mixed325_2_108	17	Hepatocytes
Mixed325_2_111	6	Kupffer cell
Mixed325_2_112	11	Hepatocytes
Mixed325_2_117	11	Hepatocytes
Mixed325_2_119	2	Kupffer cell
Mixed325_2_121	17	Hepatocytes
Mixed325_2_122	11	Hepatocytes
Mixed325_2_123	2	Kupffer cell
Mixed325_2_124	11	Hepatocytes
Mixed325_2_127	11	Hepatocytes
Mixed325_2_128	2	Kupffer cell
Mixed325_2_130	11	Hepatocytes
Mixed325_2_131	11	Hepatocytes
Mixed325_2_136	2	Kupffer cell
Mixed325_2_141	11	Hepatocytes
Mixed325_2_143	11	Hepatocytes
Mixed325_2_145	11	Hepatocytes
Mixed325_2_146	11	Hepatocytes
Mixed325_2_153	11	Hepatocytes
Mixed325_2_155	11	Hepatocytes
Mixed325_2_156	11	Hepatocytes
Mixed325_2_157	17	Hepatocytes
Mixed325_2_162	2	Kupffer cell
Mixed325_2_167	11	Hepatocytes
Mixed325_2_169	11	Hepatocytes
Mixed325_2_172	11	Hepatocytes
Mixed325_2_174	11	Hepatocytes
Mixed325_2_175	7	EPCAM+
Mixed325_2_176	11	Hepatocytes
Mixed325_2_178	11	Hepatocytes
Mixed325_2_181	11	Hepatocytes
Mixed325_2_185	11	Hepatocytes
Mixed325_2_186	11	Hepatocytes
Mixed325_2_187	11	Hepatocytes
Mixed325_2_188	11	Hepatocytes
Mixed325_2_190	11	Hepatocytes
Mixed325_3_2	11	Hepatocytes
Mixed325_3_4	17	Hepatocytes
Mixed325_3_11	11	Hepatocytes
Mixed325_3_13	11	Hepatocytes
Mixed325_3_14	17	Hepatocytes
Mixed325_3_15	2	Kupffer cell
Mixed325_3_18	11	Hepatocytes
Mixed325_3_25	11	Hepatocytes
Mixed325_3_27	11	Hepatocytes
Mixed325_3_28	17	Hepatocytes
Mixed325_3_29	11	Hepatocytes
Mixed325_3_34	2	Kupffer cell
Mixed325_3_37	17	Hepatocytes
Mixed325_3_41	17	Hepatocytes
Mixed325_3_42	17	Hepatocytes
Mixed325_3_43	11	Hepatocytes
Mixed325_3_44	11	Hepatocytes
Mixed325_3_45	11	Hepatocytes
Mixed325_3_48	17	Hepatocytes
Mixed325_3_49	11	Hepatocytes
Mixed325_3_50	17	Hepatocytes
Mixed325_3_51	17	Hepatocytes
Mixed325_3_52	11	Hepatocytes
Mixed325_3_53	11	Hepatocytes
Mixed325_3_54	11	Hepatocytes
Mixed325_3_56	11	Hepatocytes
Mixed325_3_59	11	Hepatocytes
Mixed325_3_61	11	Hepatocytes
Mixed325_3_64	7	EPCAM+
Mixed325_3_67	11	Hepatocytes
Mixed325_3_73	11	Hepatocytes
Mixed325_3_74	11	Hepatocytes
Mixed325_3_76	11	Hepatocytes
Mixed325_3_80	11	Hepatocytes
Mixed325_3_82	11	Hepatocytes
Mixed325_3_85	11	Hepatocytes
Mixed325_3_89	11	Hepatocytes
Mixed325_3_90	11	Hepatocytes
Mixed325_3_92	11	Hepatocytes
Mixed325_3_96	17	Hepatocytes
Mixed325_4_98	11	Hepatocytes
Mixed325_4_101	25	Kupffer cell
Mixed325_4_102	11	Hepatocytes
Mixed325_4_110	11	Hepatocytes
Mixed325_4_122	11	Hepatocytes
Mixed325_4_127	17	Hepatocytes
Mixed325_4_131	11	Hepatocytes
Mixed325_4_138	11	Hepatocytes
Mixed325_4_139	2	Kupffer cell
Mixed325_4_143	11	Hepatocytes
Mixed325_4_149	17	Hepatocytes
Mixed325_4_156	11	Hepatocytes
Mixed325_4_158	11	Hepatocytes
Mixed325_4_159	2	Kupffer cell
Mixed325_4_163	11	Hepatocytes
Mixed325_4_166	11	Hepatocytes
Mixed325_4_169	2	Kupffer cell
Mixed325_4_173	17	Hepatocytes
Mixed325_4_176	17	Hepatocytes
Mixed325_4_178	4	EPCAM+
Mixed325_4_179	17	Hepatocytes
Mixed325_4_186	11	Hepatocytes
Mixed325_4_188	11	Hepatocytes
Mixed325_4_191	11	Hepatocytes
P301_10_97	17	Hepatocytes
P301_10_98	14	Hepatocytes
P301_10_100	14	Hepatocytes
P301_10_102	11	Hepatocytes
P301_10_103	14	Hepatocytes
P301_10_104	14	Hepatocytes
P301_10_105	17	Hepatocytes
P301_10_106	14	Hepatocytes
P301_10_107	11	Hepatocytes
P301_10_108	14	Hepatocytes
P301_10_109	11	Hepatocytes
P301_10_110	11	Hepatocytes
P301_10_111	14	Hepatocytes
P301_10_112	17	Hepatocytes
P301_10_113	17	Hepatocytes
P301_10_114	14	Hepatocytes
P301_10_115	11	Hepatocytes
P301_10_117	17	Hepatocytes
P301_10_118	14	Hepatocytes
P301_10_119	14	Hepatocytes
P301_10_120	14	Hepatocytes
P301_10_121	11	Hepatocytes
P301_10_122	17	Hepatocytes
P301_10_123	14	Hepatocytes
P301_10_124	11	Hepatocytes
P301_10_125	11	Hepatocytes
P301_10_126	14	Hepatocytes
P301_10_127	14	Hepatocytes
P301_10_128	14	Hepatocytes
P301_10_129	11	Hepatocytes
P301_10_130	14	Hepatocytes
P301_10_131	14	Hepatocytes
P301_10_132	14	Hepatocytes
P301_10_133	11	Hepatocytes
P301_10_134	11	Hepatocytes
P301_10_136	14	Hepatocytes
P301_10_137	11	Hepatocytes
P301_10_138	11	Hepatocytes
P301_10_139	17	Hepatocytes
P301_10_140	14	Hepatocytes
P301_10_141	11	Hepatocytes
P301_10_142	17	Hepatocytes
P301_10_143	11	Hepatocytes
P301_10_144	11	Hepatocytes
P301_10_145	11	Hepatocytes
P301_10_146	17	Hepatocytes
P301_10_147	11	Hepatocytes
P301_10_148	11	Hepatocytes
P301_10_150	11	Hepatocytes
P301_10_151	14	Hepatocytes
P301_10_152	11	Hepatocytes
P301_10_153	14	Hepatocytes
P301_10_154	14	Hepatocytes
P301_10_155	14	Hepatocytes
P301_10_157	14	Hepatocytes
P301_10_158	14	Hepatocytes
P301_10_163	11	Hepatocytes
P301_10_164	11	Hepatocytes
P301_10_165	17	Hepatocytes
P301_10_166	11	Hepatocytes
P301_10_168	11	Hepatocytes
P301_10_169	11	Hepatocytes
P301_10_170	11	Hepatocytes
P301_10_171	14	Hepatocytes
P301_10_172	11	Hepatocytes
P301_10_173	11	Hepatocytes
P301_10_174	11	Hepatocytes
P301_10_176	11	Hepatocytes
P301_10_177	11	Hepatocytes
P301_10_178	17	Hepatocytes
P301_10_179	11	Hepatocytes
P301_10_180	17	Hepatocytes
P301_10_181	11	Hepatocytes
P301_10_182	17	Hepatocytes
P301_10_183	11	Hepatocytes
P301_10_184	11	Hepatocytes
P301_10_185	17	Hepatocytes
P301_10_186	11	Hepatocytes
P301_10_187	11	Hepatocytes
P301_10_188	11	Hepatocytes
P301_10_189	11	Hepatocytes
P301_10_190	11	Hepatocytes
P301_10_191	14	Hepatocytes
P301_10_192	11	Hepatocytes
P301_11_1	14	Hepatocytes
P301_11_2	11	Hepatocytes
P301_11_4	14	Hepatocytes
P301_11_5	14	Hepatocytes
P301_11_6	11	Hepatocytes
P301_11_9	14	Hepatocytes
P301_11_10	11	Hepatocytes
P301_11_11	11	Hepatocytes
P301_11_12	11	Hepatocytes
P301_11_13	14	Hepatocytes
P301_11_14	11	Hepatocytes
P301_11_15	11	Hepatocytes
P301_11_16	11	Hepatocytes
P301_11_17	11	Hepatocytes
P301_11_18	11	Hepatocytes
P301_11_19	11	Hepatocytes
P301_11_21	11	Hepatocytes
P301_11_22	11	Hepatocytes
P301_11_23	14	Hepatocytes
P301_11_24	11	Hepatocytes
P301_11_25	14	Hepatocytes
P301_11_26	11	Hepatocytes
P301_11_27	11	Hepatocytes
P301_11_28	11	Hepatocytes
P301_11_29	11	Hepatocytes
P301_11_30	11	Hepatocytes
P301_11_31	14	Hepatocytes
P301_11_32	14	Hepatocytes
P301_11_34	11	Hepatocytes
P301_11_35	14	Hepatocytes
P301_11_36	14	Hepatocytes
P301_11_37	14	Hepatocytes
P301_11_39	11	Hepatocytes
P301_11_40	14	Hepatocytes
P301_11_41	11	Hepatocytes
P301_11_42	11	Hepatocytes
P301_11_44	17	Hepatocytes
P301_11_45	11	Hepatocytes
P301_11_46	11	Hepatocytes
P301_11_47	11	Hepatocytes
P301_11_48	11	Hepatocytes
P301_11_49	11	Hepatocytes
P301_11_51	11	Hepatocytes
P301_11_52	11	Hepatocytes
P301_11_54	11	Hepatocytes
P301_11_55	11	Hepatocytes
P301_11_56	14	Hepatocytes
P301_11_57	11	Hepatocytes
P301_11_58	11	Hepatocytes
P301_11_59	11	Hepatocytes
P301_11_60	11	Hepatocytes
P301_11_62	17	Hepatocytes
P301_11_63	11	Hepatocytes
P301_11_64	11	Hepatocytes
P301_11_67	11	Hepatocytes
P301_11_69	11	Hepatocytes
P301_11_70	11	Hepatocytes
P301_11_72	11	Hepatocytes
P301_11_73	11	Hepatocytes
P301_11_74	11	Hepatocytes
P301_11_75	11	Hepatocytes
P301_11_76	11	Hepatocytes
P301_11_77	11	Hepatocytes
P301_11_78	11	Hepatocytes
P301_11_79	17	Hepatocytes
P301_11_80	17	Hepatocytes
P301_11_84	11	Hepatocytes
P301_11_85	11	Hepatocytes
P301_11_86	11	Hepatocytes
P301_11_87	17	Hepatocytes
P301_11_88	11	Hepatocytes
P301_11_89	11	Hepatocytes
P301_11_90	11	Hepatocytes
P301_11_91	11	Hepatocytes
P301_11_92	11	Hepatocytes
P301_11_94	11	Hepatocytes
P301_11_95	11	Hepatocytes
P301_11_96	11	Hepatocytes
P301_12_97	11	Hepatocytes
P301_12_98	11	Hepatocytes
P301_12_101	11	Hepatocytes
P301_12_102	11	Hepatocytes
P301_12_104	11	Hepatocytes
P301_12_105	11	Hepatocytes
P301_12_106	11	Hepatocytes
P301_12_107	11	Hepatocytes
P301_12_108	11	Hepatocytes
P301_12_109	11	Hepatocytes
P301_12_111	11	Hepatocytes
P301_12_112	11	Hepatocytes
P301_12_116	11	Hepatocytes
P301_12_118	11	Hepatocytes
P301_12_119	11	Hepatocytes
P301_12_122	11	Hepatocytes
P301_12_123	11	Hepatocytes
P301_12_124	11	Hepatocytes
P301_12_125	11	Hepatocytes
P301_12_126	11	Hepatocytes
P301_12_127	11	Hepatocytes
P301_12_128	11	Hepatocytes
P301_12_130	11	Hepatocytes
P301_12_131	11	Hepatocytes
P301_12_132	11	Hepatocytes
P301_12_134	11	Hepatocytes
P301_12_136	11	Hepatocytes
P301_12_137	11	Hepatocytes
P301_12_138	11	Hepatocytes
P301_12_139	11	Hepatocytes
P301_12_140	11	Hepatocytes
P301_12_141	11	Hepatocytes
P301_12_142	11	Hepatocytes
P301_12_143	11	Hepatocytes
P301_12_144	11	Hepatocytes
P301_12_147	11	Hepatocytes
P301_12_148	11	Hepatocytes
P301_12_149	11	Hepatocytes
P301_12_151	11	Hepatocytes
P301_12_152	11	Hepatocytes
P301_12_153	11	Hepatocytes
P301_12_154	11	Hepatocytes
P301_12_155	11	Hepatocytes
P301_12_156	11	Hepatocytes
P301_12_157	11	Hepatocytes
P301_12_159	11	Hepatocytes
P301_12_160	11	Hepatocytes
P301_12_161	11	Hepatocytes
P301_12_165	11	Hepatocytes
P301_12_166	11	Hepatocytes
P301_12_167	11	Hepatocytes
P301_12_169	11	Hepatocytes
P301_12_171	11	Hepatocytes
P301_12_173	11	Hepatocytes
P301_12_175	11	Hepatocytes
P301_12_176	11	Hepatocytes
P301_12_177	11	Hepatocytes
P301_12_181	11	Hepatocytes
P301_12_182	11	Hepatocytes
P301_12_183	11	Hepatocytes
P301_12_186	11	Hepatocytes
P301_12_188	11	Hepatocytes
P301_12_190	11	Hepatocytes
P301_12_191	11	Hepatocytes
P301_13_1	11	Hepatocytes
P301_13_3	11	Hepatocytes
P301_13_6	2	Kupffer cell
P301_13_9	2	Kupffer cell
P301_13_12	2	Kupffer cell
P301_13_14	4	EPCAM+
P301_13_16	11	Hepatocytes
P301_13_17	11	Hepatocytes
P301_13_18	2	Kupffer cell
P301_13_23	11	Hepatocytes
P301_13_25	4	EPCAM+
P301_13_27	11	Hepatocytes
P301_13_28	11	Hepatocytes
P301_13_32	11	Hepatocytes
P301_13_34	11	Hepatocytes
P301_13_37	4	EPCAM+
P301_13_39	17	Hepatocytes
P301_13_40	17	Hepatocytes
P301_13_42	11	Hepatocytes
P301_13_43	11	Hepatocytes
P301_13_44	9	LSEC
P301_13_45	6	Kupffer cell
P301_13_46	11	Hepatocytes
P301_13_47	11	Hepatocytes
P301_13_49	17	Hepatocytes
P301_13_50	11	Hepatocytes
P301_13_51	17	Hepatocytes
P301_13_54	20	LSEC
P301_13_56	4	EPCAM+
P301_13_58	11	Hepatocytes
P301_13_59	2	Kupffer cell
P301_13_60	6	Kupffer cell
P301_13_61	9	LSEC
P301_13_62	11	Hepatocytes
P301_13_63	11	Hepatocytes
P301_13_65	11	Hepatocytes
P301_13_67	2	Kupffer cell
P301_13_71	4	EPCAM+
P301_13_72	11	Hepatocytes
P301_13_75	11	Hepatocytes
P301_13_79	2	Kupffer cell
P301_13_82	11	Hepatocytes
P301_13_83	11	Hepatocytes
P301_13_88	11	Hepatocytes
P301_13_89	7	EPCAM+
P301_13_91	11	Hepatocytes
P301_13_93	24	EPCAM+
P301_14_1	2	Kupffer cell
P301_14_2	11	Hepatocytes
P301_14_5	11	Hepatocytes
P301_14_6	17	Hepatocytes
P301_14_8	14	Hepatocytes
P301_14_12	11	Hepatocytes
P301_14_13	14	Hepatocytes
P301_14_16	11	Hepatocytes
P301_14_17	17	Hepatocytes
P301_14_18	11	Hepatocytes
P301_14_20	11	Hepatocytes
P301_14_21	11	Hepatocytes
P301_14_27	14	Hepatocytes
P301_14_28	11	Hepatocytes
P301_14_30	2	Kupffer cell
P301_14_32	17	Hepatocytes
P301_14_35	14	Hepatocytes
P301_14_36	20	LSEC
P301_14_37	17	Hepatocytes
P301_14_38	11	Hepatocytes
P301_14_39	17	Hepatocytes
P301_14_40	7	EPCAM+
P301_14_41	2	Kupffer cell
P301_14_42	11	Hepatocytes
P301_14_44	11	Hepatocytes
P301_14_45	14	Hepatocytes
P301_14_46	2	Kupffer cell
P301_14_49	11	Hepatocytes
P301_14_50	11	Hepatocytes
P301_14_51	2	Kupffer cell
P301_14_53	11	Hepatocytes
P301_14_55	11	Hepatocytes
P301_14_58	11	Hepatocytes
P301_14_60	11	Hepatocytes
P301_14_62	14	Hepatocytes
P301_14_63	11	Hepatocytes
P301_14_64	9	LSEC
P301_14_65	11	Hepatocytes
P301_14_66	11	Hepatocytes
P301_14_69	11	Hepatocytes
P301_14_70	11	Hepatocytes
P301_14_76	11	Hepatocytes
P301_14_77	2	Kupffer cell
P301_14_79	2	Kupffer cell
P301_14_80	17	Hepatocytes
P301_14_83	11	Hepatocytes
P301_14_84	11	Hepatocytes
P301_14_85	11	Hepatocytes
P301_14_88	11	Hepatocytes
P301_14_91	11	Hepatocytes
P301_14_93	17	Hepatocytes
P301_15_97	2	Kupffer cell
P301_15_98	11	Hepatocytes
P301_15_99	17	Hepatocytes
P301_15_102	17	Hepatocytes
P301_15_103	11	Hepatocytes
P301_15_107	11	Hepatocytes
P301_15_108	6	Kupffer cell
P301_15_111	11	Hepatocytes
P301_15_115	17	Hepatocytes
P301_15_118	11	Hepatocytes
P301_15_119	2	Kupffer cell
P301_15_120	11	Hepatocytes
P301_15_121	11	Hepatocytes
P301_15_122	2	Kupffer cell
P301_15_126	4	EPCAM+
P301_15_127	17	Hepatocytes
P301_15_128	9	LSEC
P301_15_129	11	Hepatocytes
P301_15_130	11	Hepatocytes
P301_15_132	9	LSEC
P301_15_133	11	Hepatocytes
P301_15_134	11	Hepatocytes
P301_15_135	11	Hepatocytes
P301_15_136	11	Hepatocytes
P301_15_137	11	Hepatocytes
P301_15_140	2	Kupffer cell
P301_15_141	11	Hepatocytes
P301_15_144	4	EPCAM+
P301_15_147	11	Hepatocytes
P301_15_150	11	Hepatocytes
P301_15_151	2	Kupffer cell
P301_15_153	17	Hepatocytes
P301_15_158	17	Hepatocytes
P301_15_159	4	EPCAM+
P301_15_160	11	Hepatocytes
P301_15_162	11	Hepatocytes
P301_15_164	11	Hepatocytes
P301_15_165	2	Kupffer cell
P301_15_168	11	Hepatocytes
P301_15_174	11	Hepatocytes
P301_15_175	11	Hepatocytes
P301_15_176	11	Hepatocytes
P301_15_178	11	Hepatocytes
P301_15_179	2	Kupffer cell
P301_15_180	11	Hepatocytes
P301_15_182	17	Hepatocytes
P301_15_183	11	Hepatocytes
P301_15_191	11	Hepatocytes
P301_16_99	11	Hepatocytes
P301_16_101	7	EPCAM+
P301_16_102	4	EPCAM+
P301_16_103	17	Hepatocytes
P301_16_104	11	Hepatocytes
P301_16_105	25	Kupffer cell
P301_16_106	9	LSEC
P301_16_108	11	Hepatocytes
P301_16_109	11	Hepatocytes
P301_16_115	2	Kupffer cell
P301_16_121	11	Hepatocytes
